Sample in Buffer,Sample in Window,TRIGGER,CLK_SEQ/ADC_IN[7:0],CLK_SEQ/trigger_threshold[3:0],CLK_SEQ/pxl_addr_next[31:0],CLK_SEQ/adc_val_prev_frame[7:0],CLK_SEQ/diff[7:0],CLK_SEQ/adc_in_buf_2[7:0],CLK_SEQ/pxl_addr[31:0],CLK_SEQ/TRIGGER_OUT
35,35,0,108,3,4824,115,0,115,4823,0
36,36,0,105,3,4825,108,0,108,4824,0
37,37,0,121,3,4826,105,0,105,4825,0
38,38,0,128,3,4827,120,0,121,4826,0
39,39,0,129,3,4828,128,-1,128,4827,0
40,40,0,105,3,4829,129,0,129,4828,0
41,41,0,112,3,4830,105,0,105,4829,0
42,42,0,113,3,4831,112,0,112,4830,0
43,43,0,124,3,4832,113,0,113,4831,0
44,44,0,112,3,4833,122,0,124,4832,0
45,45,0,104,3,4834,112,-2,112,4833,0
46,46,0,101,3,4835,104,0,104,4834,0
47,47,0,113,3,4836,102,0,101,4835,0
48,48,0,116,3,4837,112,1,113,4836,0
49,49,0,112,3,4838,115,-1,116,4837,0
50,50,0,115,3,4839,111,-1,112,4838,0
51,51,0,108,3,4840,114,-1,115,4839,0
52,52,0,127,3,4841,108,-1,108,4840,0
53,53,0,109,3,4842,126,0,127,4841,0
54,54,0,110,3,4843,109,-1,109,4842,0
55,55,0,115,3,4844,110,0,110,4843,0
56,56,0,106,3,4845,115,0,115,4844,0
57,57,0,119,3,4846,106,0,106,4845,0
58,58,0,125,3,4847,120,0,119,4846,0
59,59,0,116,3,4848,125,1,125,4847,0
60,60,0,107,3,4849,116,0,116,4848,0
61,61,0,117,3,4850,107,0,107,4849,0
62,62,0,116,3,4851,117,0,117,4850,0
63,63,0,102,3,4852,116,0,116,4851,0
64,64,0,112,3,4853,101,0,102,4852,0
65,65,0,116,3,4854,112,-1,112,4853,0
66,66,0,108,3,4855,116,0,116,4854,0
67,67,0,108,3,4856,108,0,108,4855,0
68,68,0,109,3,4857,108,0,108,4856,0
69,69,0,114,3,4858,109,0,109,4857,0
70,70,0,102,3,4859,114,0,114,4858,0
71,71,0,117,3,4860,102,0,102,4859,0
72,72,0,111,3,4861,117,0,117,4860,0
73,73,0,112,3,4862,111,0,111,4861,0
74,74,0,109,3,4863,112,0,112,4862,0
75,75,0,116,3,4864,108,0,109,4863,0
76,76,0,111,3,4865,116,-1,116,4864,0
77,77,0,122,3,4866,111,0,111,4865,0
78,78,0,115,3,4867,122,0,122,4866,0
79,79,0,117,3,4868,115,0,115,4867,0
80,80,0,105,3,4869,117,0,117,4868,0
81,81,0,107,3,4870,105,0,105,4869,0
82,82,0,121,3,4871,107,0,107,4870,0
83,83,0,112,3,4872,121,0,121,4871,0
84,84,0,118,3,4873,112,0,112,4872,0
85,85,0,118,3,4874,118,0,118,4873,0
86,86,0,117,3,4875,117,0,118,4874,0
87,87,0,114,3,4876,116,-1,117,4875,0
88,88,0,114,3,4877,113,-1,114,4876,0
89,89,0,110,3,4878,113,-1,114,4877,0
90,90,0,125,3,4879,109,-1,110,4878,0
91,91,0,111,3,4880,125,-1,125,4879,0
92,92,0,111,3,4881,111,0,111,4880,0
93,93,0,123,3,4882,111,0,111,4881,0
94,94,0,109,3,4883,123,0,123,4882,0
95,95,0,105,3,4884,109,0,109,4883,0
96,96,0,116,3,4885,105,0,105,4884,0
97,97,0,112,3,4886,116,0,116,4885,0
98,98,0,96,3,4887,112,0,112,4886,0
99,99,0,111,3,4888,96,0,96,4887,0
100,100,0,106,3,4889,111,0,111,4888,0
101,101,0,118,3,4890,105,0,106,4889,0
102,102,0,116,3,4891,118,-1,118,4890,0
103,103,0,120,3,4892,116,0,116,4891,0
104,104,0,124,3,4893,120,0,120,4892,0
105,105,0,112,3,4894,123,0,124,4893,0
106,106,0,119,3,4895,112,-1,112,4894,0
107,107,0,120,3,4896,118,0,119,4895,0
108,108,0,105,3,4897,120,-1,120,4896,0
109,109,0,116,3,4898,105,0,105,4897,0
110,110,0,111,3,4899,116,0,116,4898,0
111,111,0,111,3,4900,111,0,111,4899,0
112,112,0,116,3,4901,111,0,111,4900,0
113,113,0,104,3,4902,116,0,116,4901,0
114,114,0,121,3,4903,104,0,104,4902,0
115,115,0,116,3,4904,121,0,121,4903,0
116,116,0,105,3,4905,116,0,116,4904,0
117,117,0,105,3,4906,104,0,105,4905,0
118,118,0,111,3,4907,105,-1,105,4906,0
119,119,0,116,3,4908,111,0,111,4907,0
120,120,0,116,3,4909,116,0,116,4908,0
121,121,0,120,3,4910,116,0,116,4909,0
122,122,0,107,3,4911,120,0,120,4910,0
123,123,0,104,3,4912,107,0,107,4911,0
124,124,0,116,3,4913,104,0,104,4912,0
125,125,0,107,3,4914,116,0,116,4913,0
126,126,0,121,3,4915,107,0,107,4914,0
127,127,0,113,3,4916,121,0,121,4915,0
128,128,0,119,3,4917,114,0,113,4916,0
129,129,0,108,3,4918,118,1,119,4917,0
130,130,0,114,3,4919,108,-1,108,4918,0
131,131,0,115,3,4920,114,0,114,4919,0
132,132,0,108,3,4921,115,0,115,4920,0
133,133,0,125,3,4922,108,0,108,4921,0
134,134,0,116,3,4923,124,0,125,4922,0
135,135,0,108,3,4924,115,-1,116,4923,0
136,136,0,115,3,4925,108,-1,108,4924,0
137,137,0,113,3,4926,115,0,115,4925,0
138,138,0,113,3,4927,112,0,113,4926,0
139,139,0,108,3,4928,113,-1,113,4927,0
140,140,0,115,3,4929,106,0,108,4928,0
141,141,0,118,3,4930,115,-2,115,4929,0
142,142,0,109,3,4931,119,0,118,4930,0
143,143,0,118,3,4932,109,1,109,4931,0
144,144,0,131,3,4933,118,0,118,4932,0
145,145,0,106,3,4934,131,0,131,4933,0
146,146,0,104,3,4935,106,0,106,4934,0
147,147,0,117,3,4936,104,0,104,4935,0
148,148,0,101,3,4937,117,0,117,4936,0
149,149,0,112,3,4938,101,0,101,4937,0
150,150,0,109,3,4939,112,0,112,4938,0
151,151,0,124,3,4940,109,0,109,4939,0
152,152,0,128,3,4941,124,0,124,4940,0
153,153,0,107,3,4942,128,0,128,4941,0
154,154,0,114,3,4943,107,0,107,4942,0
155,155,0,106,3,4944,114,0,114,4943,0
156,156,0,121,3,4945,104,0,106,4944,0
157,157,0,116,3,4946,121,-2,121,4945,0
158,158,0,110,3,4947,116,0,116,4946,0
159,159,0,109,3,4948,109,0,110,4947,0
160,160,0,115,3,4949,109,-1,109,4948,0
161,161,0,106,3,4950,116,0,115,4949,0
162,162,0,112,3,4951,106,1,106,4950,0
163,163,0,113,3,4952,112,0,112,4951,0
164,164,0,112,3,4953,112,0,113,4952,0
165,165,0,121,3,4954,112,-1,112,4953,0
166,166,0,120,3,4955,120,0,121,4954,0
167,167,0,106,3,4956,120,-1,120,4955,0
168,168,0,120,3,4957,106,0,106,4956,0
169,169,0,119,3,4958,120,0,120,4957,0
170,170,0,115,3,4959,119,0,119,4958,0
171,171,0,103,3,4960,115,0,115,4959,0
172,172,0,109,3,4961,103,0,103,4960,0
173,173,0,114,3,4962,108,0,109,4961,0
174,174,0,110,3,4963,114,-1,114,4962,0
175,175,0,117,3,4964,110,0,110,4963,0
176,176,0,123,3,4965,117,0,117,4964,0
177,177,0,101,3,4966,123,0,123,4965,0
178,178,0,113,3,4967,101,0,101,4966,0
179,179,0,108,3,4968,113,0,113,4967,0
180,180,0,110,3,4969,108,0,108,4968,0
181,181,0,114,3,4970,110,0,110,4969,0
182,182,0,120,3,4971,113,0,114,4970,0
183,183,0,118,3,4972,120,-1,120,4971,0
184,184,0,104,3,4973,118,0,118,4972,0
185,185,0,112,3,4974,104,0,104,4973,0
186,186,0,114,3,4975,112,0,112,4974,0
187,187,0,103,3,4976,114,0,114,4975,0
188,188,0,109,3,4977,103,0,103,4976,0
189,189,0,117,3,4978,109,0,109,4977,0
190,190,0,111,3,4979,117,0,117,4978,0
191,191,0,116,3,4980,111,0,111,4979,0
192,192,0,102,3,4981,116,0,116,4980,0
193,193,0,122,3,4982,102,0,102,4981,0
194,194,0,123,3,4983,121,0,122,4982,0
195,195,0,118,3,4984,122,-1,123,4983,0
196,196,0,107,3,4985,118,-1,118,4984,0
197,197,0,111,3,4986,107,0,107,4985,0
198,198,0,118,3,4987,110,0,111,4986,0
199,199,0,118,3,4988,118,-1,118,4987,0
200,200,0,111,3,4989,118,0,118,4988,0
201,201,0,111,3,4990,112,0,111,4989,0
202,202,0,118,3,4991,111,1,111,4990,0
203,203,0,117,3,4992,118,0,118,4991,0
204,204,0,119,3,4993,117,0,117,4992,0
205,205,0,114,3,4994,119,0,119,4993,0
206,206,0,114,3,4995,114,0,114,4994,0
207,207,0,117,3,4996,114,0,114,4995,0
208,208,0,115,3,4997,117,0,117,4996,0
209,209,0,120,3,4998,115,0,115,4997,0
210,210,0,104,3,4999,120,0,120,4998,0
211,211,0,125,3,5000,103,0,104,4999,0
212,212,0,105,3,5001,125,-1,125,5000,0
213,213,0,111,3,5002,105,0,105,5001,0
214,214,0,112,3,5003,111,0,111,5002,0
215,215,0,108,3,5004,112,0,112,5003,0
216,216,0,114,3,5005,108,0,108,5004,0
217,217,0,107,3,5006,114,0,114,5005,0
218,218,0,118,3,5007,106,0,107,5006,0
219,219,0,109,3,5008,118,-1,118,5007,0
220,220,0,111,3,5009,108,0,109,5008,0
221,221,0,113,3,5010,111,-1,111,5009,0
222,222,0,128,3,5011,113,0,113,5010,0
223,223,0,114,3,5012,127,0,128,5011,0
224,224,0,107,3,5013,114,-1,114,5012,0
225,225,0,102,3,5014,107,0,107,5013,0
226,226,0,110,3,5015,102,0,102,5014,0
227,227,0,109,3,5016,110,0,110,5015,0
228,228,0,125,3,5017,109,0,109,5016,0
229,229,0,109,3,5018,125,0,125,5017,0
230,230,0,114,3,5019,107,0,109,5018,0
231,231,0,122,3,5020,113,-2,114,5019,0
232,232,0,107,3,5021,123,-1,122,5020,0
233,233,0,117,3,5022,107,1,107,5021,0
234,234,0,111,3,5023,117,0,117,5022,0
235,235,0,113,3,5024,110,0,111,5023,0
236,236,0,112,3,5025,112,-1,113,5024,0
237,237,0,116,3,5026,111,-1,112,5025,0
238,238,0,121,3,5027,116,-1,116,5026,0
239,239,0,120,3,5028,121,0,121,5027,0
240,240,0,113,3,5029,120,0,120,5028,0
241,241,0,114,3,5030,113,0,113,5029,0
242,242,0,109,3,5031,113,0,114,5030,0
243,243,0,108,3,5032,108,-1,109,5031,0
244,244,0,106,3,5033,108,-1,108,5032,0
245,245,0,112,3,5034,105,0,106,5033,0
246,246,0,110,3,5035,111,-1,112,5034,0
247,247,0,119,3,5036,110,-1,110,5035,0
248,248,0,114,3,5037,119,0,119,5036,0
249,249,0,109,3,5038,114,0,114,5037,0
250,250,0,118,3,5039,109,0,109,5038,0
251,251,0,113,3,5040,118,0,118,5039,0
252,252,0,115,3,5041,113,0,113,5040,0
253,253,0,120,3,5042,114,0,115,5041,0
254,254,0,113,3,5043,119,-1,120,5042,0
255,255,0,121,3,5044,113,-1,113,5043,0
256,256,0,106,3,5045,121,0,121,5044,0
257,257,0,102,3,5046,106,0,106,5045,0
258,258,0,120,3,5047,101,0,102,5046,0
259,259,0,114,3,5048,120,-1,120,5047,0
260,260,0,115,3,5049,114,0,114,5048,0
261,261,0,121,3,5050,114,0,115,5049,0
262,262,0,114,3,5051,121,-1,121,5050,0
263,263,0,112,3,5052,113,0,114,5051,0
264,264,0,123,3,5053,112,-1,112,5052,0
265,265,0,112,3,5054,123,0,123,5053,0
266,266,0,113,3,5055,112,0,112,5054,0
267,267,0,119,3,5056,113,0,113,5055,0
268,268,0,121,3,5057,119,0,119,5056,0
269,269,0,134,3,5058,121,0,121,5057,0
270,270,0,107,3,5059,134,0,134,5058,0
271,271,0,108,3,5060,106,0,107,5059,0
272,272,0,125,3,5061,108,-1,108,5060,0
273,273,0,117,3,5062,125,0,125,5061,0
274,274,0,114,3,5063,117,0,117,5062,0
275,275,0,110,3,5064,114,0,114,5063,0
276,276,0,107,3,5065,110,0,110,5064,0
277,277,0,111,3,5066,106,0,107,5065,0
278,278,0,123,3,5067,111,-1,111,5066,0
279,279,0,110,3,5068,123,0,123,5067,0
280,280,0,110,3,5069,110,0,110,5068,0
281,281,0,118,3,5070,110,0,110,5069,0
282,282,0,115,3,5071,118,0,118,5070,0
283,283,0,113,3,5072,115,0,115,5071,0
284,284,0,119,3,5073,112,0,113,5072,0
285,285,0,110,3,5074,119,-1,119,5073,0
286,286,0,105,3,5075,110,0,110,5074,0
287,287,0,98,3,5076,105,0,105,5075,0
288,288,0,122,3,5077,98,0,98,5076,0
289,289,0,112,3,5078,122,0,122,5077,0
290,290,0,116,3,5079,112,0,112,5078,0
291,291,0,114,3,5080,116,0,116,5079,0
292,292,0,122,3,5081,114,0,114,5080,0
293,293,0,106,3,5082,122,0,122,5081,0
294,294,0,111,3,5083,107,0,106,5082,0
295,295,0,105,3,5084,111,1,111,5083,0
296,296,0,116,3,5085,105,0,105,5084,0
297,297,0,115,3,5086,115,0,116,5085,0
298,298,0,117,3,5087,115,-1,115,5086,0
299,299,0,108,3,5088,116,0,117,5087,0
300,300,0,107,3,5089,109,-1,108,5088,0
301,301,0,109,3,5090,107,1,107,5089,0
302,302,0,112,3,5091,109,0,109,5090,0
303,303,0,115,3,5092,112,0,112,5091,0
304,304,0,105,3,5093,115,0,115,5092,0
305,305,0,125,3,5094,105,0,105,5093,0
306,306,0,115,3,5095,124,0,125,5094,0
307,307,0,122,3,5096,115,-1,115,5095,0
308,308,0,127,3,5097,122,0,122,5096,0
309,309,0,108,3,5098,127,0,127,5097,0
310,310,0,118,3,5099,108,0,108,5098,0
311,311,0,115,3,5100,118,0,118,5099,0
312,312,0,116,3,5101,115,0,115,5100,0
313,313,0,124,3,5102,116,0,116,5101,0
314,314,0,112,3,5103,124,0,124,5102,0
315,315,0,120,3,5104,112,0,112,5103,0
316,316,0,111,3,5105,120,0,120,5104,0
317,317,0,119,3,5106,111,0,111,5105,0
318,318,0,104,3,5107,120,0,119,5106,0
319,319,0,123,3,5108,104,1,104,5107,0
320,320,0,109,3,5109,123,0,123,5108,0
321,321,0,117,3,5110,108,0,109,5109,0
322,322,0,102,3,5111,117,-1,117,5110,0
323,323,0,112,3,5112,102,0,102,5111,0
324,324,0,101,3,5113,111,0,112,5112,0
325,325,0,115,3,5114,102,-1,101,5113,0
326,326,0,111,3,5115,115,1,115,5114,0
327,327,0,125,3,5116,111,0,111,5115,0
328,328,0,114,3,5117,125,0,125,5116,0
329,329,0,127,3,5118,114,0,114,5117,0
330,330,0,104,3,5119,127,0,127,5118,0
331,331,0,120,3,5120,104,0,104,5119,0
332,332,0,116,3,5121,120,0,120,5120,0
333,333,0,106,3,5122,115,0,116,5121,0
334,334,0,110,3,5123,106,-1,106,5122,0
335,335,0,116,3,5124,110,0,110,5123,0
336,336,0,120,3,5125,116,0,116,5124,0
337,337,0,112,3,5126,120,0,120,5125,0
338,338,0,107,3,5127,112,0,112,5126,0
339,339,0,109,3,5128,107,0,107,5127,0
340,340,0,112,3,5129,108,0,109,5128,0
341,341,0,112,3,5130,112,-1,112,5129,0
342,342,0,114,3,5131,112,0,112,5130,0
343,343,0,103,3,5132,114,0,114,5131,0
344,344,0,127,3,5133,103,0,103,5132,0
345,345,0,126,3,5134,126,0,127,5133,0
346,346,0,124,3,5135,126,-1,126,5134,0
347,347,0,100,3,5136,123,0,124,5135,0
348,348,0,107,3,5137,100,-1,100,5136,0
349,349,0,112,3,5138,107,0,107,5137,0
350,350,0,116,3,5139,112,0,112,5138,0
351,351,0,110,3,5140,115,0,116,5139,0
352,352,0,115,3,5141,110,-1,110,5140,0
353,353,0,116,3,5142,116,0,115,5141,0
354,354,0,105,3,5143,115,1,116,5142,0
355,355,0,104,3,5144,105,-1,105,5143,0
356,356,0,102,3,5145,104,0,104,5144,0
357,357,0,127,3,5146,102,0,102,5145,0
358,358,0,111,3,5147,127,0,127,5146,0
359,359,0,112,3,5148,111,0,111,5147,0
360,360,0,105,3,5149,112,0,112,5148,0
361,361,0,116,3,5150,104,0,105,5149,0
362,362,0,105,3,5151,116,-1,116,5150,0
363,363,0,109,3,5152,105,0,105,5151,0
364,364,0,103,3,5153,108,0,109,5152,0
365,365,0,104,3,5154,103,-1,103,5153,0
366,366,0,123,3,5155,104,0,104,5154,0
367,367,0,119,3,5156,123,0,123,5155,0
368,368,0,110,3,5157,119,0,119,5156,0
369,369,0,114,3,5158,109,0,110,5157,0
370,370,0,115,3,5159,114,-1,114,5158,0
371,371,0,114,3,5160,115,0,115,5159,0
372,372,0,125,3,5161,114,0,114,5160,0
373,373,0,124,3,5162,125,0,125,5161,0
374,374,0,109,3,5163,123,0,124,5162,0
375,375,0,111,3,5164,109,-1,109,5163,0
376,376,0,109,3,5165,112,0,111,5164,0
377,377,0,115,3,5166,109,1,109,5165,0
378,378,0,117,3,5167,115,0,115,5166,0
379,379,0,103,3,5168,117,0,117,5167,0
380,380,0,109,3,5169,103,0,103,5168,0
381,381,0,110,3,5170,109,0,109,5169,0
382,382,0,115,3,5171,110,0,110,5170,0
383,383,0,110,3,5172,115,0,115,5171,0
384,384,0,117,3,5173,110,0,110,5172,0
385,385,0,118,3,5174,117,0,117,5173,0
386,386,0,111,3,5175,118,0,118,5174,0
387,387,0,116,3,5176,111,0,111,5175,0
388,388,0,113,3,5177,115,0,116,5176,0
389,389,0,117,3,5178,113,-1,113,5177,0
390,390,0,112,3,5179,116,0,117,5178,0
391,391,0,101,3,5180,112,-1,112,5179,0
392,392,0,111,3,5181,100,0,101,5180,0
393,393,0,121,3,5182,111,-1,111,5181,0
394,394,0,104,3,5183,120,0,121,5182,0
395,395,0,117,3,5184,104,-1,104,5183,0
396,396,0,117,3,5185,117,0,117,5184,0
397,397,0,106,3,5186,116,0,117,5185,0
398,398,0,115,3,5187,106,-1,106,5186,0
399,399,0,117,3,5188,115,0,115,5187,0
400,400,0,105,3,5189,117,0,117,5188,0
401,401,0,123,3,5190,105,0,105,5189,0
402,402,0,108,3,5191,123,0,123,5190,0
403,403,0,115,3,5192,107,0,108,5191,0
404,404,0,106,3,5193,115,-1,115,5192,0
405,405,0,112,3,5194,105,0,106,5193,0
406,406,0,124,3,5195,112,-1,112,5194,0
407,407,0,117,3,5196,124,0,124,5195,0
408,408,0,110,3,5197,117,0,117,5196,0
409,409,0,113,3,5198,109,0,110,5197,0
410,410,0,109,3,5199,112,-1,113,5198,0
411,411,0,111,3,5200,109,-1,109,5199,0
412,412,0,109,3,5201,110,0,111,5200,0
413,413,0,108,3,5202,109,-1,109,5201,0
414,414,0,116,3,5203,108,0,108,5202,0
415,415,0,119,3,5204,116,0,116,5203,0
416,416,0,115,3,5205,119,0,119,5204,0
417,417,0,118,3,5206,114,0,115,5205,0
418,418,0,123,3,5207,117,-1,118,5206,0
419,419,0,118,3,5208,123,-1,123,5207,0
420,420,0,120,3,5209,118,0,118,5208,0
421,421,0,112,3,5210,120,0,120,5209,0
422,422,0,115,3,5211,112,0,112,5210,0
423,423,0,116,3,5212,115,0,115,5211,0
424,424,0,118,3,5213,116,0,116,5212,0
425,425,0,112,3,5214,118,0,118,5213,0
426,426,0,117,3,5215,112,0,112,5214,0
427,427,0,104,3,5216,117,0,117,5215,0
428,428,0,114,3,5217,104,0,104,5216,0
429,429,0,100,3,5218,114,0,114,5217,0
430,430,0,116,3,5219,100,0,100,5218,0
431,431,0,124,3,5220,116,0,116,5219,0
432,432,0,105,3,5221,124,0,124,5220,0
433,433,0,113,3,5222,105,0,105,5221,0
434,434,0,107,3,5223,113,0,113,5222,0
435,435,0,110,3,5224,107,0,107,5223,0
436,436,0,115,3,5225,110,0,110,5224,0
437,437,0,109,3,5226,115,0,115,5225,0
438,438,0,102,3,5227,109,0,109,5226,0
439,439,0,106,3,5228,102,0,102,5227,0
440,440,0,119,3,5229,106,0,106,5228,0
441,441,0,116,3,5230,119,0,119,5229,0
442,442,0,107,3,5231,115,0,116,5230,0
443,443,0,112,3,5232,107,-1,107,5231,0
444,444,0,123,3,5233,112,0,112,5232,0
445,445,0,104,3,5234,123,0,123,5233,0
446,446,0,116,3,5235,105,0,104,5234,0
447,447,0,115,3,5236,116,1,116,5235,0
448,448,0,112,3,5237,114,0,115,5236,0
449,449,0,106,3,5238,112,-1,112,5237,0
450,450,0,116,3,5239,107,0,106,5238,0
451,451,0,104,3,5240,115,1,116,5239,0
452,452,0,117,3,5241,104,-1,104,5240,0
453,453,0,118,3,5242,117,0,117,5241,0
454,454,0,120,3,5243,117,0,118,5242,0
455,455,0,122,3,5244,120,-1,120,5243,0
456,456,0,111,3,5245,122,0,122,5244,0
457,457,0,119,3,5246,111,0,111,5245,0
458,458,0,98,3,5247,119,0,119,5246,0
459,459,0,113,3,5248,98,0,98,5247,0
460,460,0,107,3,5249,113,0,113,5248,0
461,461,0,115,3,5250,107,0,107,5249,0
462,462,0,114,3,5251,115,0,115,5250,0
463,463,0,114,3,5252,113,0,114,5251,0
464,464,0,105,3,5253,114,-1,114,5252,0
465,465,0,112,3,5254,105,0,105,5253,0
466,466,0,121,3,5255,112,0,112,5254,0
467,467,0,106,3,5256,121,0,121,5255,0
468,468,0,114,3,5257,106,0,106,5256,0
469,469,0,124,3,5258,114,0,114,5257,0
470,470,0,115,3,5259,125,0,124,5258,0
471,471,0,117,3,5260,115,1,115,5259,0
472,472,0,110,3,5261,116,0,117,5260,0
473,473,0,96,3,5262,110,-1,110,5261,0
474,474,0,109,3,5263,96,0,96,5262,0
475,475,0,110,3,5264,109,0,109,5263,0
476,476,0,119,3,5265,110,0,110,5264,0
477,477,0,118,3,5266,119,0,119,5265,0
478,478,0,115,3,5267,118,0,118,5266,0
479,479,0,113,3,5268,115,0,115,5267,0
480,480,0,116,3,5269,112,0,113,5268,0
481,481,0,118,3,5270,116,-1,116,5269,0
482,482,0,118,3,5271,117,0,118,5270,0
483,483,0,112,3,5272,118,-1,118,5271,0
484,484,0,110,3,5273,112,0,112,5272,0
485,485,0,111,3,5274,110,0,110,5273,0
486,486,0,118,3,5275,111,0,111,5274,0
487,487,0,112,3,5276,118,0,118,5275,0
488,488,0,113,3,5277,112,0,112,5276,0
489,489,0,105,3,5278,113,0,113,5277,0
490,490,0,122,3,5279,105,0,105,5278,0
491,491,0,118,3,5280,122,0,122,5279,0
492,492,0,108,3,5281,118,0,118,5280,0
493,493,0,112,3,5282,107,0,108,5281,0
494,494,0,104,3,5283,112,-1,112,5282,0
495,495,0,109,3,5284,104,0,104,5283,0
496,496,0,121,3,5285,110,0,109,5284,0
497,497,0,102,3,5286,121,1,121,5285,0
498,498,0,109,3,5287,102,0,102,5286,0
499,499,0,108,3,5288,108,0,109,5287,0
500,500,0,125,3,5289,108,-1,108,5288,0
501,501,0,115,3,5290,125,0,125,5289,0
502,502,0,113,3,5291,115,0,115,5290,0
503,503,0,112,3,5292,113,0,113,5291,0
504,504,0,121,3,5293,111,0,112,5292,0
505,505,0,109,3,5294,122,-1,121,5293,0
506,506,0,107,3,5295,109,1,109,5294,0
507,507,0,110,3,5296,107,0,107,5295,0
508,508,0,115,3,5297,110,0,110,5296,0
509,509,0,108,3,5298,115,0,115,5297,0
510,510,0,118,3,5299,108,0,108,5298,0
511,511,0,112,3,5300,118,0,118,5299,0
512,512,1,120,3,5301,112,0,112,5300,0
513,513,0,118,3,5302,120,0,120,5301,0
514,514,0,111,3,5303,118,0,118,5302,0
515,515,0,118,3,5304,111,0,111,5303,0
516,516,0,109,3,5305,118,0,118,5304,0
517,517,0,123,3,5306,109,0,109,5305,0
518,518,0,108,3,5307,123,0,123,5306,0
519,519,0,120,3,5308,108,0,108,5307,0
520,520,0,0,3,5309,120,0,120,5308,0
521,521,0,0,3,5310,0,0,0,5309,0
522,522,0,0,3,5311,0,0,0,5310,0
523,523,0,0,3,5312,0,0,0,5311,0
524,524,0,0,3,5313,0,0,0,5312,0
525,525,0,0,3,5314,0,0,0,5313,0
526,526,0,0,3,5315,0,0,0,5314,0
527,527,0,0,3,5316,0,0,0,5315,0
528,528,0,0,3,5317,0,0,0,5316,0
529,529,0,0,3,5318,0,0,0,5317,0
530,530,0,0,3,5319,0,0,0,5318,0
531,531,0,0,3,5320,0,0,0,5319,0
532,532,0,0,3,5321,0,0,0,5320,0
533,533,0,0,3,5322,0,0,0,5321,0
534,534,0,0,3,5323,0,0,0,5322,0
535,535,0,0,3,5324,0,0,0,5323,0
536,536,0,0,3,5325,0,0,0,5324,0
537,537,0,0,3,5326,0,0,0,5325,0
538,538,0,0,3,5327,0,0,0,5326,0
539,539,0,0,3,5328,0,0,0,5327,0
540,540,0,0,3,5329,0,0,0,5328,0
541,541,0,0,3,5330,0,0,0,5329,0
542,542,0,0,3,5331,0,0,0,5330,0
543,543,0,0,3,5332,0,0,0,5331,0
544,544,0,0,3,5333,0,0,0,5332,0
545,545,0,0,3,5334,0,0,0,5333,0
546,546,0,0,3,5335,0,0,0,5334,0
547,547,0,0,3,5336,0,0,0,5335,0
548,548,0,0,3,5337,0,0,0,5336,0
549,549,0,0,3,5338,0,0,0,5337,0
550,550,0,0,3,5339,0,0,0,5338,0
551,551,0,0,3,5340,0,0,0,5339,0
552,552,0,0,3,5341,0,0,0,5340,0
553,553,0,0,3,5342,0,0,0,5341,0
554,554,0,0,3,5343,0,0,0,5342,0
555,555,0,0,3,5344,0,0,0,5343,0
556,556,0,0,3,5345,0,0,0,5344,0
557,557,0,0,3,5346,0,0,0,5345,0
558,558,0,0,3,5347,0,0,0,5346,0
