Sample in Buffer,Sample in Window,TRIGGER,CLK_SEQ/ADC_IN[7:0],CLK_SEQ/trigger_threshold[3:0],CLK_SEQ/pxl_addr_next[31:0],CLK_SEQ/adc_val_prev_frame[7:0],CLK_SEQ/diff[7:0],CLK_SEQ/adc_in_buf_2[7:0],CLK_SEQ/pxl_addr[31:0],CLK_SEQ/TRIGGER_OUT
563,563,0,118,3,3527,116,0,116,3526,0
564,564,0,122,3,3528,118,0,118,3527,0
565,565,0,121,3,3529,122,0,122,3528,0
566,566,0,125,3,3530,121,0,121,3529,0
567,567,0,134,3,3531,125,0,125,3530,0
568,568,0,112,3,3532,134,0,134,3531,0
569,569,0,121,3,3533,112,0,112,3532,0
570,570,0,127,3,3534,121,0,121,3533,0
571,571,0,106,3,3535,127,0,127,3534,0
572,572,0,114,3,3536,106,0,106,3535,0
573,573,0,125,3,3537,114,0,114,3536,0
574,574,0,118,3,3538,125,0,125,3537,0
575,575,0,125,3,3539,118,0,118,3538,0
576,576,0,120,3,3540,126,0,125,3539,0
577,577,0,119,3,3541,120,1,120,3540,0
578,578,0,124,3,3542,120,0,119,3541,0
579,579,0,127,3,3543,125,1,124,3542,0
580,580,0,126,3,3544,127,1,127,3543,0
581,581,0,123,3,3545,127,0,126,3544,0
582,582,0,120,3,3546,122,1,123,3545,0
583,583,0,116,3,3547,121,-1,120,3546,0
584,584,0,120,3,3548,116,1,116,3547,0
585,585,0,125,3,3549,121,0,120,3548,0
586,586,0,126,3,3550,126,1,125,3549,0
587,587,0,123,3,3551,126,1,126,3550,0
588,588,0,118,3,3552,124,0,123,3551,0
589,589,0,132,3,3553,118,1,118,3552,0
590,590,0,127,3,3554,131,0,132,3553,0
591,591,0,118,3,3555,128,-1,127,3554,0
592,592,0,114,3,3556,118,1,118,3555,0
593,593,0,121,3,3557,115,0,114,3556,0
594,594,0,124,3,3558,122,1,121,3557,0
595,595,0,123,3,3559,125,1,124,3558,0
596,596,0,116,3,3560,123,1,123,3559,0
597,597,0,110,3,3561,116,0,116,3560,0
598,598,0,117,3,3562,110,0,110,3561,0
599,599,0,116,3,3563,118,0,117,3562,0
600,600,0,122,3,3564,116,1,116,3563,0
601,601,0,127,3,3565,122,0,122,3564,0
602,602,0,118,3,3566,127,0,127,3565,0
603,603,0,129,3,3567,118,0,118,3566,0
604,604,0,128,3,3568,128,0,129,3567,0
605,605,0,123,3,3569,128,-1,128,3568,0
606,606,0,115,3,3570,123,0,123,3569,0
607,607,0,121,3,3571,115,0,115,3570,0
608,608,0,108,3,3572,122,0,121,3571,0
609,609,0,106,3,3573,108,1,108,3572,0
610,610,0,110,3,3574,106,0,106,3573,0
611,611,0,118,3,3575,111,0,110,3574,0
612,612,0,118,3,3576,118,1,118,3575,0
613,613,0,116,3,3577,118,0,118,3576,0
614,614,0,123,3,3578,116,0,116,3577,0
615,615,0,124,3,3579,122,0,123,3578,0
616,616,0,125,3,3580,124,-1,124,3579,0
617,617,0,117,3,3581,126,0,125,3580,0
618,618,0,123,3,3582,117,1,117,3581,0
619,619,0,112,3,3583,124,0,123,3582,0
620,620,0,112,3,3584,112,1,112,3583,0
621,621,0,119,3,3585,113,0,112,3584,0
622,622,0,116,3,3586,119,1,119,3585,0
623,623,0,109,3,3587,116,0,116,3586,0
624,624,0,113,3,3588,109,0,109,3587,0
625,625,0,125,3,3589,113,0,113,3588,0
626,626,0,123,3,3590,126,0,125,3589,0
627,627,0,120,3,3591,123,1,123,3590,0
628,628,0,108,3,3592,120,0,120,3591,0
629,629,0,122,3,3593,108,0,108,3592,0
630,630,0,129,3,3594,122,0,122,3593,0
631,631,0,113,3,3595,129,0,129,3594,0
632,632,0,113,3,3596,113,0,113,3595,0
633,633,0,125,3,3597,113,0,113,3596,0
634,634,0,127,3,3598,126,0,125,3597,0
635,635,0,121,3,3599,128,1,127,3598,0
636,636,0,118,3,3600,120,1,121,3599,0
637,637,0,107,3,3601,118,-1,118,3600,0
638,638,0,121,3,3602,107,0,107,3601,0
639,639,0,114,3,3603,122,0,121,3602,0
640,640,0,121,3,3604,114,1,114,3603,0
641,641,0,121,3,3605,121,0,121,3604,0
642,642,0,118,3,3606,120,0,121,3605,0
643,643,0,120,3,3607,118,-1,118,3606,0
644,644,0,112,3,3608,120,0,120,3607,0
645,645,0,120,3,3609,112,0,112,3608,0
646,646,0,112,3,3610,120,0,120,3609,0
647,647,0,121,3,3611,112,0,112,3610,0
648,648,0,113,3,3612,122,0,121,3611,0
649,649,0,115,3,3613,113,1,113,3612,0
650,650,0,110,3,3614,116,0,115,3613,0
651,651,0,125,3,3615,110,1,110,3614,0
652,652,0,112,3,3616,126,0,125,3615,0
653,653,0,121,3,3617,112,1,112,3616,0
654,654,0,122,3,3618,121,0,121,3617,0
655,655,0,118,3,3619,122,0,122,3618,0
656,656,0,126,3,3620,117,0,118,3619,0
657,657,0,119,3,3621,126,-1,126,3620,0
658,658,0,120,3,3622,120,0,119,3621,0
659,659,0,105,3,3623,120,1,120,3622,0
660,660,0,115,3,3624,105,0,105,3623,0
661,661,0,126,3,3625,115,0,115,3624,0
662,662,0,115,3,3626,127,0,126,3625,0
663,663,0,115,3,3627,115,1,115,3626,0
664,664,0,122,3,3628,115,0,115,3627,0
665,665,0,112,3,3629,122,0,122,3628,0
666,666,0,123,3,3630,112,0,112,3629,0
667,667,0,119,3,3631,123,0,123,3630,0
668,668,0,124,3,3632,120,0,119,3631,0
669,669,0,119,3,3633,124,1,124,3632,0
670,670,0,115,3,3634,120,0,119,3633,0
671,671,0,128,3,3635,116,1,115,3634,0
672,672,0,124,3,3636,128,1,128,3635,0
673,673,0,116,3,3637,125,0,124,3636,0
674,674,0,127,3,3638,117,1,116,3637,0
675,675,0,131,3,3639,127,1,127,3638,0
676,676,0,120,3,3640,131,0,131,3639,0
677,677,0,123,3,3641,120,0,120,3640,0
678,678,0,123,3,3642,124,0,123,3641,0
679,679,0,130,3,3643,124,1,123,3642,0
680,680,0,115,3,3644,131,1,130,3643,0
681,681,0,110,3,3645,115,1,115,3644,0
682,682,0,132,3,3646,111,0,110,3645,0
683,683,0,119,3,3647,132,1,132,3646,0
684,684,0,127,3,3648,120,0,119,3647,0
685,685,0,122,3,3649,127,1,127,3648,0
686,686,0,113,3,3650,122,0,122,3649,0
687,687,0,127,3,3651,113,0,113,3650,0
688,688,0,108,3,3652,127,0,127,3651,0
689,689,0,121,3,3653,109,0,108,3652,0
690,690,0,119,3,3654,121,1,121,3653,0
691,691,0,114,3,3655,119,0,119,3654,0
692,692,0,119,3,3656,114,0,114,3655,0
693,693,0,120,3,3657,119,0,119,3656,0
694,694,0,116,3,3658,120,0,120,3657,0
695,695,0,107,3,3659,117,0,116,3658,0
696,696,0,120,3,3660,107,1,107,3659,0
697,697,0,122,3,3661,120,0,120,3660,0
698,698,0,121,3,3662,122,0,122,3661,0
699,699,0,126,3,3663,121,0,121,3662,0
700,700,0,117,3,3664,126,0,126,3663,0
701,701,0,103,3,3665,117,0,117,3664,0
702,702,0,118,3,3666,103,0,103,3665,0
703,703,0,126,3,3667,118,0,118,3666,0
704,704,0,119,3,3668,127,0,126,3667,0
705,705,0,115,3,3669,120,1,119,3668,0
706,706,0,119,3,3670,115,1,115,3669,0
707,707,0,123,3,3671,120,0,119,3670,0
708,708,0,113,3,3672,123,1,123,3671,0
709,709,0,117,3,3673,113,0,113,3672,0
710,710,0,116,3,3674,118,0,117,3673,0
711,711,0,124,3,3675,116,1,116,3674,0
712,712,0,129,3,3676,124,0,124,3675,0
713,713,0,124,3,3677,130,0,129,3676,0
714,714,0,113,3,3678,124,1,124,3677,0
715,715,0,115,3,3679,113,0,113,3678,0
716,716,0,127,3,3680,116,0,115,3679,0
717,717,0,115,3,3681,128,1,127,3680,0
718,718,0,104,3,3682,116,1,115,3681,0
719,719,0,133,3,3683,105,1,104,3682,0
720,720,0,124,3,3684,134,1,133,3683,0
721,721,0,121,3,3685,125,1,124,3684,0
722,722,0,116,3,3686,120,1,121,3685,0
723,723,0,113,3,3687,115,-1,116,3686,0
724,724,0,116,3,3688,113,-1,113,3687,0
725,725,0,131,3,3689,116,0,116,3688,0
726,726,0,111,3,3690,131,0,131,3689,0
727,727,0,120,3,3691,111,0,111,3690,0
728,728,0,120,3,3692,120,0,120,3691,0
729,729,0,108,3,3693,120,0,120,3692,0
730,730,0,123,3,3694,108,0,108,3693,0
731,731,0,113,3,3695,123,0,123,3694,0
732,732,0,111,3,3696,113,0,113,3695,0
733,733,0,119,3,3697,112,0,111,3696,0
734,734,0,114,3,3698,120,1,119,3697,0
735,735,0,128,3,3699,115,1,114,3698,0
736,736,0,120,3,3700,129,1,128,3699,0
737,737,0,122,3,3701,120,1,120,3700,0
738,738,0,122,3,3702,122,0,122,3701,0
739,739,0,115,3,3703,122,0,122,3702,0
740,740,0,123,3,3704,116,0,115,3703,0
741,741,0,126,3,3705,124,1,123,3704,0
742,742,0,119,3,3706,126,1,126,3705,0
743,743,0,122,3,3707,118,0,119,3706,0
744,744,0,124,3,3708,122,-1,122,3707,0
745,745,0,116,3,3709,124,0,124,3708,0
746,746,0,119,3,3710,117,0,116,3709,0
747,747,0,124,3,3711,120,1,119,3710,0
748,748,0,114,3,3712,124,1,124,3711,0
749,749,0,118,3,3713,114,0,114,3712,0
750,750,0,117,3,3714,118,0,118,3713,0
751,751,0,119,3,3715,118,0,117,3714,0
752,752,0,122,3,3716,120,1,119,3715,0
753,753,0,105,3,3717,123,1,122,3716,0
754,754,0,115,3,3718,105,1,105,3717,0
755,755,0,117,3,3719,116,0,115,3718,0
756,756,0,118,3,3720,117,1,117,3719,0
757,757,0,121,3,3721,118,0,118,3720,0
758,758,0,123,3,3722,121,0,121,3721,0
759,759,0,127,3,3723,123,0,123,3722,0
760,760,0,132,3,3724,127,0,127,3723,0
761,761,0,119,3,3725,132,0,132,3724,0
762,762,0,113,3,3726,120,0,119,3725,0
763,763,0,115,3,3727,112,1,113,3726,0
764,764,0,115,3,3728,115,-1,115,3727,0
765,765,0,121,3,3729,116,0,115,3728,0
766,766,0,113,3,3730,121,1,121,3729,0
767,767,0,117,3,3731,113,0,113,3730,0
768,768,0,129,3,3732,117,0,117,3731,0
769,769,0,110,3,3733,129,0,129,3732,0
770,770,0,109,3,3734,111,0,110,3733,0
771,771,0,130,3,3735,108,1,109,3734,0
772,772,0,114,3,3736,130,-1,130,3735,0
773,773,0,115,3,3737,114,0,114,3736,0
774,774,0,119,3,3738,116,0,115,3737,0
775,775,0,131,3,3739,119,1,119,3738,0
776,776,0,101,3,3740,132,0,131,3739,0
777,777,0,117,3,3741,101,1,101,3740,0
778,778,0,119,3,3742,117,0,117,3741,0
779,779,0,113,3,3743,120,0,119,3742,0
780,780,0,117,3,3744,113,1,113,3743,0
781,781,0,116,3,3745,117,0,117,3744,0
782,782,0,116,3,3746,116,0,116,3745,0
783,783,0,116,3,3747,116,0,116,3746,0
784,784,0,129,3,3748,117,0,116,3747,0
785,785,0,115,3,3749,129,1,129,3748,0
786,786,0,123,3,3750,115,0,115,3749,0
787,787,0,126,3,3751,124,0,123,3750,0
788,788,0,124,3,3752,126,1,126,3751,0
789,789,0,108,3,3753,124,0,124,3752,0
790,790,0,123,3,3754,109,0,108,3753,0
791,791,0,120,3,3755,123,1,123,3754,0
792,792,0,112,3,3756,120,0,120,3755,0
793,793,0,106,3,3757,112,0,112,3756,0
794,794,0,112,3,3758,106,0,106,3757,0
795,795,0,116,3,3759,111,0,112,3758,0
796,796,0,120,3,3760,117,-1,116,3759,0
797,797,0,118,3,3761,120,1,120,3760,0
798,798,0,107,3,3762,118,0,118,3761,0
799,799,0,118,3,3763,108,0,107,3762,0
800,800,0,116,3,3764,118,1,118,3763,0
801,801,0,130,3,3765,116,0,116,3764,0
802,802,0,115,3,3766,130,0,130,3765,0
803,803,0,124,3,3767,115,0,115,3766,0
804,804,0,111,3,3768,124,0,124,3767,0
805,805,0,116,3,3769,112,0,111,3768,0
806,806,0,118,3,3770,116,1,116,3769,0
807,807,0,120,3,3771,118,0,118,3770,0
808,808,0,126,3,3772,120,0,120,3771,0
809,809,0,121,3,3773,126,0,126,3772,0
810,810,0,123,3,3774,121,0,121,3773,0
811,811,0,108,3,3775,123,0,123,3774,0
812,812,0,124,3,3776,109,0,108,3775,0
813,813,0,122,3,3777,124,1,124,3776,0
814,814,0,115,3,3778,122,0,122,3777,0
815,815,0,124,3,3779,116,0,115,3778,0
816,816,0,110,3,3780,124,1,124,3779,0
817,817,0,119,3,3781,110,0,110,3780,0
818,818,0,126,3,3782,120,0,119,3781,0
819,819,0,123,3,3783,127,1,126,3782,0
820,820,0,117,3,3784,123,1,123,3783,0
821,821,0,125,3,3785,117,0,117,3784,0
822,822,0,127,3,3786,125,0,125,3785,0
823,823,0,118,3,3787,128,0,127,3786,0
824,824,0,116,3,3788,118,1,118,3787,0
825,825,0,112,3,3789,116,0,116,3788,0
826,826,0,110,3,3790,112,0,112,3789,0
827,827,0,108,3,3791,111,0,110,3790,0
828,828,0,99,3,3792,108,1,108,3791,0
829,829,0,2,3,3793,98,0,99,3792,0
830,830,0,127,3,3794,2,-1,2,3793,0
831,831,0,123,3,3795,127,0,127,3794,0
832,832,0,122,3,3796,123,0,123,3795,0
833,833,0,107,3,3797,122,0,122,3796,0
834,834,0,124,3,3798,107,0,107,3797,0
835,835,0,108,3,3799,124,0,124,3798,0
836,836,0,114,3,3800,108,0,108,3799,0
837,837,0,117,3,3801,115,0,114,3800,0
838,838,0,112,3,3802,117,1,117,3801,0
839,839,0,118,3,3803,112,0,112,3802,0
840,840,0,120,3,3804,118,0,118,3803,0
841,841,0,122,3,3805,120,0,120,3804,0
842,842,0,137,3,3806,122,0,122,3805,0
843,843,0,125,3,3807,137,0,137,3806,0
844,844,0,116,3,3808,125,0,125,3807,0
845,845,0,117,3,3809,117,0,116,3808,0
846,846,0,124,3,3810,117,1,117,3809,0
847,847,0,124,3,3811,124,0,124,3810,0
848,848,0,118,3,3812,124,0,124,3811,0
849,849,0,127,3,3813,119,0,118,3812,0
850,850,0,122,3,3814,127,1,127,3813,0
851,851,0,126,3,3815,124,0,122,3814,0
852,852,0,124,3,3816,126,2,126,3815,0
853,853,0,120,3,3817,124,0,124,3816,0
854,854,0,128,3,3818,120,0,120,3817,0
855,855,0,119,3,3819,128,0,128,3818,0
856,856,0,116,3,3820,120,0,119,3819,0
857,857,0,121,3,3821,117,1,116,3820,0
858,858,0,116,3,3822,121,1,121,3821,0
859,859,0,121,3,3823,117,0,116,3822,0
860,860,0,121,3,3824,121,1,121,3823,0
861,861,0,118,3,3825,122,0,121,3824,0
862,862,0,120,3,3826,118,1,118,3825,0
863,863,0,120,3,3827,120,0,120,3826,0
864,864,0,120,3,3828,121,0,120,3827,0
865,865,0,126,3,3829,120,1,120,3828,0
866,866,0,123,3,3830,126,0,126,3829,0
867,867,0,130,3,3831,123,0,123,3830,0
868,868,0,120,3,3832,130,0,130,3831,0
869,869,0,126,3,3833,120,0,120,3832,0
870,870,0,126,3,3834,126,0,126,3833,0
871,871,0,123,3,3835,127,0,126,3834,0
872,872,0,108,3,3836,123,1,123,3835,0
873,873,0,119,3,3837,108,0,108,3836,0
874,874,0,127,3,3838,119,0,119,3837,0
875,875,0,133,3,3839,127,0,127,3838,0
876,876,0,127,3,3840,133,0,133,3839,0
877,877,0,122,3,3841,128,0,127,3840,0
878,878,0,123,3,3842,123,1,122,3841,0
879,879,0,120,3,3843,122,1,123,3842,0
880,880,0,114,3,3844,120,-1,120,3843,0
881,881,0,116,3,3845,114,0,114,3844,0
882,882,0,123,3,3846,116,0,116,3845,0
883,883,0,116,3,3847,123,0,123,3846,0
884,884,0,116,3,3848,117,0,116,3847,0
885,885,0,126,3,3849,117,1,116,3848,0
886,886,0,133,3,3850,126,1,126,3849,0
887,887,0,110,3,3851,133,0,133,3850,0
888,888,0,122,3,3852,111,0,110,3851,0
889,889,0,116,3,3853,122,1,122,3852,0
890,890,0,118,3,3854,118,0,116,3853,0
891,891,0,112,3,3855,118,2,118,3854,0
892,892,0,124,3,3856,112,0,112,3855,0
893,893,0,109,3,3857,124,0,124,3856,0
894,894,0,121,3,3858,108,0,109,3857,0
895,895,0,120,3,3859,121,-1,121,3858,0
896,896,0,124,3,3860,120,0,120,3859,0
897,897,0,129,3,3861,124,0,124,3860,0
898,898,0,120,3,3862,129,0,129,3861,0
899,899,0,108,3,3863,120,0,120,3862,0
900,900,0,124,3,3864,108,0,108,3863,0
901,901,0,120,3,3865,124,0,124,3864,0
902,902,0,117,3,3866,120,0,120,3865,0
903,903,0,107,3,3867,117,0,117,3866,0
904,904,0,124,3,3868,107,0,107,3867,0
905,905,0,127,3,3869,124,0,124,3868,0
906,906,0,104,3,3870,127,0,127,3869,0
907,907,0,116,3,3871,105,0,104,3870,0
908,908,0,116,3,3872,116,1,116,3871,0
909,909,0,107,3,3873,116,0,116,3872,0
910,910,0,125,3,3874,107,0,107,3873,0
911,911,0,123,3,3875,126,0,125,3874,0
912,912,0,128,3,3876,123,1,123,3875,0
913,913,0,115,3,3877,128,0,128,3876,0
914,914,0,115,3,3878,115,0,115,3877,0
915,915,0,111,3,3879,115,0,115,3878,0
916,916,0,121,3,3880,111,0,111,3879,0
917,917,0,126,3,3881,121,0,121,3880,0
918,918,0,123,3,3882,126,0,126,3881,0
919,919,0,122,3,3883,123,0,123,3882,0
920,920,0,124,3,3884,122,0,122,3883,0
921,921,0,124,3,3885,124,0,124,3884,0
922,922,0,116,3,3886,125,0,124,3885,0
923,923,0,126,3,3887,115,1,116,3886,0
924,924,0,118,3,3888,126,-1,126,3887,0
925,925,0,115,3,3889,118,0,118,3888,0
926,926,0,114,3,3890,116,0,115,3889,0
927,927,0,116,3,3891,114,1,114,3890,0
928,928,0,127,3,3892,117,0,116,3891,0
929,929,0,117,3,3893,127,1,127,3892,0
930,930,0,117,3,3894,117,0,117,3893,0
931,931,0,125,3,3895,117,0,117,3894,0
932,932,0,116,3,3896,125,0,125,3895,0
933,933,0,127,3,3897,116,0,116,3896,0
934,934,0,126,3,3898,127,0,127,3897,0
935,935,0,129,3,3899,126,0,126,3898,0
936,936,0,112,3,3900,129,0,129,3899,0
937,937,0,112,3,3901,113,0,112,3900,0
938,938,0,128,3,3902,113,1,112,3901,0
939,939,0,120,3,3903,128,1,128,3902,0
940,940,0,118,3,3904,120,0,120,3903,0
941,941,0,121,3,3905,118,0,118,3904,0
942,942,0,112,3,3906,121,0,121,3905,0
943,943,0,111,3,3907,112,0,112,3906,0
944,944,0,113,3,3908,111,0,111,3907,0
945,945,0,123,3,3909,113,0,113,3908,0
946,946,0,125,3,3910,124,0,123,3909,0
947,947,0,113,3,3911,125,1,125,3910,0
948,948,0,129,3,3912,114,0,113,3911,0
949,949,0,117,3,3913,129,1,129,3912,0
950,950,0,125,3,3914,117,0,117,3913,0
951,951,0,129,3,3915,126,0,125,3914,0
952,952,0,118,3,3916,129,1,129,3915,0
953,953,0,116,3,3917,120,0,118,3916,0
954,954,0,123,3,3918,117,2,116,3917,0
955,955,0,115,3,3919,123,1,123,3918,0
956,956,0,120,3,3920,115,0,115,3919,0
957,957,0,126,3,3921,120,0,120,3920,0
958,958,0,128,3,3922,127,0,126,3921,0
959,959,0,127,3,3923,128,1,128,3922,0
960,960,0,111,3,3924,128,0,127,3923,0
961,961,0,123,3,3925,112,1,111,3924,0
962,962,0,121,3,3926,124,1,123,3925,0
963,963,0,109,3,3927,121,1,121,3926,0
964,964,0,118,3,3928,110,0,109,3927,0
965,965,0,118,3,3929,119,1,118,3928,0
966,966,0,134,3,3930,118,1,118,3929,0
967,967,0,118,3,3931,134,0,134,3930,0
968,968,0,132,3,3932,118,0,118,3931,0
969,969,0,114,3,3933,132,0,132,3932,0
970,970,0,128,3,3934,114,0,114,3933,0
971,971,0,118,3,3935,128,0,128,3934,0
972,972,0,115,3,3936,118,0,118,3935,0
973,973,0,124,3,3937,115,0,115,3936,0
974,974,0,111,3,3938,125,0,124,3937,0
975,975,0,120,3,3939,111,1,111,3938,0
976,976,0,117,3,3940,120,0,120,3939,0
977,977,0,123,3,3941,118,0,117,3940,0
978,978,0,119,3,3942,124,1,123,3941,0
979,979,0,115,3,3943,120,1,119,3942,0
980,980,0,126,3,3944,115,1,115,3943,0
981,981,0,110,3,3945,128,0,126,3944,0
982,982,0,109,3,3946,109,2,110,3945,0
983,983,0,129,3,3947,111,-1,109,3946,0
984,984,0,112,3,3948,130,2,129,3947,0
985,985,0,130,3,3949,112,1,112,3948,0
986,986,0,120,3,3950,131,0,130,3949,0
987,987,0,125,3,3951,120,1,120,3950,0
988,988,0,109,3,3952,126,0,125,3951,0
989,989,0,113,3,3953,109,1,109,3952,0
990,990,0,116,3,3954,113,0,113,3953,0
991,991,0,117,3,3955,117,0,116,3954,0
992,992,0,116,3,3956,117,1,117,3955,0
993,993,0,130,3,3957,116,0,116,3956,0
994,994,0,120,3,3958,130,0,130,3957,0
995,995,0,126,3,3959,120,0,120,3958,0
996,996,0,125,3,3960,126,0,126,3959,0
997,997,0,127,3,3961,126,0,125,3960,0
998,998,0,118,3,3962,127,1,127,3961,0
999,999,0,129,3,3963,119,0,118,3962,0
1000,1000,0,120,3,3964,129,1,129,3963,0
1001,1001,0,116,3,3965,120,0,120,3964,0
1002,1002,0,118,3,3966,116,0,116,3965,0
1003,1003,0,124,3,3967,118,0,118,3966,0
1004,1004,0,108,3,3968,124,0,124,3967,0
1005,1005,0,118,3,3969,107,0,108,3968,0
1006,1006,0,118,3,3970,118,-1,118,3969,0
1007,1007,0,118,3,3971,119,0,118,3970,0
1008,1008,0,114,3,3972,118,1,118,3971,0
1009,1009,0,118,3,3973,114,0,114,3972,0
1010,1010,0,114,3,3974,118,0,118,3973,0
1011,1011,0,119,3,3975,114,0,114,3974,0
1012,1012,0,117,3,3976,120,0,119,3975,0
1013,1013,0,110,3,3977,116,1,117,3976,0
1014,1014,0,125,3,3978,110,-1,110,3977,0
1015,1015,0,121,3,3979,126,0,125,3978,0
1016,1016,0,112,3,3980,122,1,121,3979,0
1017,1017,0,114,3,3981,112,1,112,3980,0
1018,1018,0,129,3,3982,113,0,114,3981,0
1019,1019,0,123,3,3983,129,-1,129,3982,0
1020,1020,0,118,3,3984,123,0,123,3983,0
1021,1021,0,116,3,3985,119,0,118,3984,0
1022,1022,0,115,3,3986,116,1,116,3985,0
1023,1023,0,121,3,3987,115,0,115,3986,0
