Sample in Buffer,Sample in Window,TRIGGER,CLK_SEQ/ADC_IN[7:0],CLK_SEQ/trigger_threshold[3:0],CLK_SEQ/pxl_addr_next[31:0],CLK_SEQ/adc_val_prev_frame[7:0],CLK_SEQ/diff[7:0],CLK_SEQ/adc_in_buf_2[7:0],CLK_SEQ/pxl_addr[31:0],CLK_SEQ/TRIGGER_OUT
31,31,1,124,3,6429,126,0,126,6428,0
32,32,0,117,3,6430,125,0,124,6429,0
33,33,0,122,3,6431,117,1,117,6430,0
34,34,0,124,3,6432,121,0,122,6431,0
35,35,0,127,3,6433,124,-1,124,6432,0
36,36,0,123,3,6434,127,0,127,6433,0
37,37,0,125,3,6435,123,0,123,6434,0
38,38,0,116,3,6436,125,0,125,6435,0
39,39,0,114,3,6437,116,0,116,6436,0
40,40,0,118,3,6438,115,0,114,6437,0
41,41,0,111,3,6439,119,1,118,6438,0
42,42,0,119,3,6440,112,1,111,6439,0
43,43,0,113,3,6441,120,1,119,6440,0
44,44,0,132,3,6442,113,1,113,6441,0
45,45,0,120,3,6443,132,0,132,6442,0
46,46,0,116,3,6444,120,0,120,6443,0
47,47,0,120,3,6445,116,0,116,6444,0
48,48,0,116,3,6446,121,0,120,6445,0
49,49,0,125,3,6447,116,1,116,6446,0
50,50,0,132,3,6448,125,0,125,6447,0
51,51,0,116,3,6449,132,0,132,6448,0
52,52,0,126,3,6450,116,0,116,6449,0
53,53,0,113,3,6451,127,0,126,6450,0
54,54,0,120,3,6452,113,1,113,6451,0
55,55,0,120,3,6453,120,0,120,6452,0
56,56,0,118,3,6454,121,0,120,6453,0
57,57,0,121,3,6455,118,1,118,6454,0
58,58,0,126,3,6456,121,0,121,6455,0
59,59,0,118,3,6457,126,0,126,6456,0
60,60,0,120,3,6458,118,0,118,6457,0
61,61,0,118,3,6459,120,0,120,6458,0
62,62,0,114,3,6460,118,0,118,6459,0
63,63,0,127,3,6461,114,0,114,6460,0
64,64,0,130,3,6462,127,0,127,6461,0
65,65,0,116,3,6463,130,0,130,6462,0
66,66,0,124,3,6464,116,0,116,6463,0
67,67,0,119,3,6465,125,0,124,6464,0
68,68,0,127,3,6466,118,1,119,6465,0
69,69,0,119,3,6467,127,-1,127,6466,0
70,70,0,118,3,6468,119,0,119,6467,0
71,71,0,120,3,6469,118,0,118,6468,0
72,72,0,112,3,6470,120,0,120,6469,0
73,73,0,120,3,6471,112,0,112,6470,0
74,74,0,119,3,6472,120,0,120,6471,0
75,75,0,128,3,6473,119,0,119,6472,0
76,76,0,118,3,6474,128,0,128,6473,0
77,77,0,116,3,6475,118,0,118,6474,0
78,78,0,116,3,6476,116,0,116,6475,0
79,79,0,127,3,6477,116,0,116,6476,0
80,80,0,119,3,6478,127,0,127,6477,0
81,81,0,103,3,6479,119,0,119,6478,0
82,82,0,113,3,6480,103,0,103,6479,0
83,83,0,111,3,6481,113,0,113,6480,0
84,84,0,123,3,6482,111,0,111,6481,0
85,85,0,127,3,6483,124,0,123,6482,0
86,86,0,121,3,6484,128,1,127,6483,0
87,87,0,111,3,6485,122,1,121,6484,0
88,88,0,117,3,6486,111,1,111,6485,0
89,89,0,114,3,6487,118,0,117,6486,0
90,90,0,116,3,6488,114,1,114,6487,0
91,91,0,118,3,6489,116,0,116,6488,0
92,92,0,118,3,6490,118,0,118,6489,0
93,93,0,112,3,6491,118,0,118,6490,0
94,94,0,114,3,6492,112,0,112,6491,0
95,95,0,109,3,6493,114,0,114,6492,0
96,96,0,118,3,6494,109,0,109,6493,0
97,97,0,119,3,6495,118,0,118,6494,0
98,98,0,114,3,6496,119,0,119,6495,0
99,99,0,102,3,6497,114,0,114,6496,0
100,100,0,104,3,6498,102,0,102,6497,0
101,101,0,120,3,6499,104,0,104,6498,0
102,102,0,114,3,6500,120,0,120,6499,0
103,103,0,114,3,6501,115,0,114,6500,0
104,104,0,127,3,6502,114,1,114,6501,0
105,105,0,100,3,6503,127,0,127,6502,0
106,106,0,121,3,6504,100,0,100,6503,0
107,107,0,103,3,6505,121,0,121,6504,0
108,108,0,112,3,6506,104,0,103,6505,0
109,109,0,124,3,6507,112,1,112,6506,0
110,110,0,122,3,6508,125,0,124,6507,0
111,111,0,118,3,6509,122,1,122,6508,0
112,112,0,117,3,6510,119,0,118,6509,0
113,113,0,118,3,6511,117,1,117,6510,0
114,114,0,120,3,6512,118,0,118,6511,0
115,115,0,117,3,6513,121,0,120,6512,0
116,116,0,112,3,6514,117,1,117,6513,0
117,117,0,126,3,6515,112,0,112,6514,0
118,118,0,121,3,6516,126,0,126,6515,0
119,119,0,135,3,6517,121,0,121,6516,0
120,120,0,131,3,6518,135,0,135,6517,0
121,121,0,118,3,6519,131,0,131,6518,0
122,122,0,113,3,6520,118,0,118,6519,0
123,123,0,122,3,6521,113,0,113,6520,0
124,124,0,118,3,6522,122,0,122,6521,0
125,125,0,120,3,6523,118,0,118,6522,0
126,126,0,117,3,6524,120,0,120,6523,0
127,127,0,113,3,6525,117,0,117,6524,0
128,128,0,123,3,6526,113,0,113,6525,0
129,129,0,109,3,6527,123,0,123,6526,0
130,130,0,124,3,6528,109,0,109,6527,0
131,131,0,113,3,6529,124,0,124,6528,0
132,132,0,120,3,6530,113,0,113,6529,0
133,133,0,120,3,6531,120,0,120,6530,0
134,134,0,132,3,6532,120,0,120,6531,0
135,135,0,116,3,6533,132,0,132,6532,0
136,136,0,118,3,6534,116,0,116,6533,0
137,137,0,131,3,6535,117,0,118,6534,0
138,138,0,114,3,6536,130,-1,131,6535,0
139,139,0,118,3,6537,114,-1,114,6536,0
140,140,0,122,3,6538,118,0,118,6537,0
141,141,0,119,3,6539,122,0,122,6538,0
142,142,0,122,3,6540,120,0,119,6539,0
143,143,0,132,3,6541,124,1,122,6540,0
144,144,0,127,3,6542,133,2,132,6541,0
145,145,0,124,3,6543,128,1,127,6542,0
146,146,0,122,3,6544,124,1,124,6543,0
147,147,0,116,3,6545,122,0,122,6544,0
148,148,0,112,3,6546,116,0,116,6545,0
149,149,0,114,3,6547,112,0,112,6546,0
150,150,0,124,3,6548,115,0,114,6547,0
151,151,0,107,3,6549,124,1,124,6548,0
152,152,0,113,3,6550,108,0,107,6549,0
153,153,0,125,3,6551,112,1,113,6550,0
154,154,0,114,3,6552,125,-1,125,6551,0
155,155,0,134,3,6553,115,0,114,6552,0
156,156,0,123,3,6554,134,1,134,6553,0
157,157,0,112,3,6555,123,0,123,6554,0
158,158,0,124,3,6556,112,0,112,6555,0
159,159,0,123,3,6557,124,0,124,6556,0
160,160,0,115,3,6558,123,0,123,6557,0
161,161,0,117,3,6559,115,0,115,6558,0
162,162,0,116,3,6560,117,0,117,6559,0
163,163,0,111,3,6561,117,0,116,6560,0
164,164,0,112,3,6562,111,1,111,6561,0
165,165,0,114,3,6563,113,0,112,6562,0
166,166,0,117,3,6564,114,1,114,6563,0
167,167,0,123,3,6565,117,0,117,6564,0
168,168,0,116,3,6566,123,0,123,6565,0
169,169,0,129,3,6567,117,0,116,6566,0
170,170,0,122,3,6568,129,1,129,6567,0
171,171,0,120,3,6569,122,0,122,6568,0
172,172,0,116,3,6570,120,0,120,6569,0
173,173,0,123,3,6571,116,0,116,6570,0
174,174,0,128,3,6572,123,0,123,6571,0
175,175,0,128,3,6573,128,0,128,6572,0
176,176,0,128,3,6574,128,0,128,6573,0
177,177,0,114,3,6575,128,0,128,6574,0
178,178,0,126,3,6576,114,0,114,6575,0
179,179,0,112,3,6577,127,0,126,6576,0
180,180,0,115,3,6578,112,1,112,6577,0
181,181,0,123,3,6579,115,0,115,6578,0
182,182,0,114,3,6580,123,0,123,6579,0
183,183,0,118,3,6581,114,0,114,6580,0
184,184,0,118,3,6582,118,0,118,6581,0
185,185,0,124,3,6583,118,0,118,6582,0
186,186,0,115,3,6584,125,0,124,6583,0
187,187,0,115,3,6585,116,1,115,6584,0
188,188,0,109,3,6586,115,1,115,6585,0
189,189,0,107,3,6587,108,0,109,6586,0
190,190,0,117,3,6588,106,-1,107,6587,0
191,191,0,109,3,6589,117,-1,117,6588,0
192,192,0,118,3,6590,109,0,109,6589,0
193,193,0,132,3,6591,118,0,118,6590,0
194,194,0,116,3,6592,132,0,132,6591,0
195,195,0,130,3,6593,116,0,116,6592,0
196,196,0,115,3,6594,130,0,130,6593,0
197,197,0,123,3,6595,115,0,115,6594,0
198,198,0,112,3,6596,123,0,123,6595,0
199,199,0,113,3,6597,112,0,112,6596,0
200,200,0,101,3,6598,113,0,113,6597,0
201,201,0,116,3,6599,101,0,101,6598,0
202,202,0,128,3,6600,116,0,116,6599,0
203,203,0,113,3,6601,129,0,128,6600,0
204,204,0,118,3,6602,113,1,113,6601,0
205,205,0,116,3,6603,118,0,118,6602,0
206,206,0,113,3,6604,116,0,116,6603,0
207,207,0,120,3,6605,112,0,113,6604,0
208,208,0,116,3,6606,120,-1,120,6605,0
209,209,0,121,3,6607,116,0,116,6606,0
210,210,0,110,3,6608,121,0,121,6607,0
211,211,0,109,3,6609,111,0,110,6608,0
212,212,0,136,3,6610,109,1,109,6609,0
213,213,0,125,3,6611,137,0,136,6610,0
214,214,0,125,3,6612,126,1,125,6611,0
215,215,0,120,3,6613,125,1,125,6612,0
216,216,0,102,3,6614,119,0,120,6613,0
217,217,0,120,3,6615,102,-1,102,6614,0
218,218,0,116,3,6616,120,0,120,6615,0
219,219,0,122,3,6617,117,0,116,6616,0
220,220,0,125,3,6618,122,1,122,6617,0
221,221,0,112,3,6619,125,0,125,6618,0
222,222,0,115,3,6620,112,0,112,6619,0
223,223,0,125,3,6621,115,0,115,6620,0
224,224,0,116,3,6622,125,0,125,6621,0
225,225,0,123,3,6623,116,0,116,6622,0
226,226,0,118,3,6624,123,0,123,6623,0
227,227,0,106,3,6625,117,0,118,6624,0
228,228,0,133,3,6626,105,-1,106,6625,0
229,229,0,117,3,6627,133,-1,133,6626,0
230,230,0,122,3,6628,117,0,117,6627,0
231,231,0,120,3,6629,122,0,122,6628,0
232,232,0,125,3,6630,120,0,120,6629,0
233,233,0,123,3,6631,125,0,125,6630,0
234,234,0,116,3,6632,123,0,123,6631,0
235,235,0,123,3,6633,116,0,116,6632,0
236,236,0,109,3,6634,124,0,123,6633,0
237,237,0,115,3,6635,109,1,109,6634,0
238,238,0,122,3,6636,115,0,115,6635,0
239,239,0,122,3,6637,122,0,122,6636,0
240,240,0,123,3,6638,122,0,122,6637,0
241,241,0,121,3,6639,123,0,123,6638,0
242,242,0,119,3,6640,121,0,121,6639,0
243,243,0,132,3,6641,120,0,119,6640,0
244,244,0,115,3,6642,132,1,132,6641,0
245,245,0,125,3,6643,114,0,115,6642,0
246,246,0,115,3,6644,125,-1,125,6643,0
247,247,0,126,3,6645,115,0,115,6644,0
248,248,0,126,3,6646,126,0,126,6645,0
249,249,0,127,3,6647,126,0,126,6646,0
250,250,0,109,3,6648,127,0,127,6647,0
251,251,0,119,3,6649,110,0,109,6648,0
252,252,0,120,3,6650,119,1,119,6649,0
253,253,0,107,3,6651,121,0,120,6650,0
254,254,0,120,3,6652,107,1,107,6651,0
255,255,0,121,3,6653,120,0,120,6652,0
256,256,0,122,3,6654,121,0,121,6653,0
257,257,0,121,3,6655,122,0,122,6654,0
258,258,0,119,3,6656,121,0,121,6655,0
259,259,0,117,3,6657,119,0,119,6656,0
260,260,0,119,3,6658,116,0,117,6657,0
261,261,0,120,3,6659,120,-1,119,6658,0
262,262,0,122,3,6660,120,1,120,6659,0
263,263,0,123,3,6661,122,0,122,6660,0
264,264,0,112,3,6662,123,0,123,6661,0
265,265,0,119,3,6663,112,0,112,6662,0
266,266,0,122,3,6664,119,0,119,6663,0
267,267,0,110,3,6665,122,0,122,6664,0
268,268,0,124,3,6666,110,0,110,6665,0
269,269,0,107,3,6667,125,0,124,6666,0
270,270,0,108,3,6668,107,1,107,6667,0
271,271,0,111,3,6669,108,0,108,6668,0
272,272,0,121,3,6670,111,0,111,6669,0
273,273,0,120,3,6671,120,0,121,6670,0
274,274,0,117,3,6672,120,-1,120,6671,0
275,275,0,119,3,6673,117,0,117,6672,0
276,276,0,123,3,6674,119,0,119,6673,0
277,277,0,118,3,6675,123,0,123,6674,0
278,278,0,121,3,6676,119,0,118,6675,0
279,279,0,124,3,6677,121,1,121,6676,0
280,280,0,116,3,6678,124,0,124,6677,0
281,281,0,112,3,6679,117,0,116,6678,0
282,282,0,112,3,6680,112,1,112,6679,0
283,283,0,129,3,6681,112,0,112,6680,0
284,284,0,112,3,6682,130,0,129,6681,0
285,285,0,121,3,6683,112,1,112,6682,0
286,286,0,109,3,6684,121,0,121,6683,0
287,287,0,122,3,6685,110,0,109,6684,0
288,288,0,113,3,6686,123,1,122,6685,0
289,289,0,113,3,6687,113,1,113,6686,0
290,290,0,116,3,6688,114,0,113,6687,0
291,291,0,114,3,6689,116,1,116,6688,0
292,292,0,123,3,6690,114,0,114,6689,0
293,293,0,109,3,6691,123,0,123,6690,0
294,294,0,120,3,6692,109,0,109,6691,0
295,295,0,120,3,6693,120,0,120,6692,0
296,296,0,116,3,6694,120,0,120,6693,0
297,297,0,124,3,6695,116,0,116,6694,0
298,298,0,125,3,6696,124,0,124,6695,0
299,299,0,124,3,6697,125,0,125,6696,0
300,300,0,112,3,6698,125,0,124,6697,0
301,301,0,116,3,6699,112,1,112,6698,0
302,302,0,122,3,6700,117,0,116,6699,0
303,303,0,130,3,6701,122,1,122,6700,0
304,304,0,115,3,6702,130,0,130,6701,0
305,305,0,117,3,6703,115,0,115,6702,0
306,306,0,109,3,6704,117,0,117,6703,0
307,307,0,105,3,6705,109,0,109,6704,0
308,308,0,104,3,6706,105,0,105,6705,0
309,309,0,113,3,6707,104,0,104,6706,0
310,310,0,108,3,6708,113,0,113,6707,0
311,311,0,107,3,6709,108,0,108,6708,0
312,312,0,112,3,6710,107,0,107,6709,0
313,313,0,123,3,6711,112,0,112,6710,0
314,314,0,110,3,6712,123,0,123,6711,0
315,315,0,114,3,6713,110,0,110,6712,0
316,316,0,125,3,6714,115,0,114,6713,0
317,317,0,113,3,6715,126,1,125,6714,0
318,318,0,124,3,6716,113,1,113,6715,0
319,319,0,109,3,6717,124,0,124,6716,0
320,320,0,115,3,6718,109,0,109,6717,0
321,321,0,116,3,6719,116,0,115,6718,0
322,322,0,120,3,6720,116,1,116,6719,0
323,323,0,118,3,6721,121,0,120,6720,0
324,324,0,127,3,6722,119,1,118,6721,0
325,325,0,115,3,6723,127,1,127,6722,0
326,326,0,116,3,6724,115,0,115,6723,0
327,327,0,128,3,6725,116,0,116,6724,0
328,328,0,134,3,6726,128,0,128,6725,0
329,329,0,110,3,6727,134,0,134,6726,0
330,330,0,112,3,6728,110,0,110,6727,0
331,331,0,119,3,6729,111,0,112,6728,0
332,332,0,120,3,6730,119,-1,119,6729,0
333,333,0,111,3,6731,120,0,120,6730,0
334,334,0,110,3,6732,111,0,111,6731,0
335,335,0,125,3,6733,111,0,110,6732,0
336,336,0,124,3,6734,125,1,125,6733,0
337,337,0,112,3,6735,125,0,124,6734,0
338,338,0,117,3,6736,113,1,112,6735,0
339,339,0,121,3,6737,117,1,117,6736,0
340,340,0,117,3,6738,121,0,121,6737,0
341,341,0,115,3,6739,117,0,117,6738,0
342,342,0,115,3,6740,116,0,115,6739,0
343,343,0,115,3,6741,115,1,115,6740,0
344,344,0,128,3,6742,115,0,115,6741,0
345,345,0,114,3,6743,128,0,128,6742,0
346,346,0,122,3,6744,115,0,114,6743,0
347,347,0,112,3,6745,121,1,122,6744,0
348,348,0,127,3,6746,112,-1,112,6745,0
349,349,0,122,3,6747,127,0,127,6746,0
350,350,0,109,3,6748,123,0,122,6747,0
351,351,0,118,3,6749,109,1,109,6748,0
352,352,0,118,3,6750,119,0,118,6749,0
353,353,0,120,3,6751,118,1,118,6750,0
354,354,0,117,3,6752,120,0,120,6751,0
355,355,0,114,3,6753,116,0,117,6752,0
356,356,0,117,3,6754,114,-1,114,6753,0
357,357,0,121,3,6755,117,0,117,6754,0
358,358,0,113,3,6756,121,0,121,6755,0
359,359,0,118,3,6757,113,0,113,6756,0
360,360,0,112,3,6758,118,0,118,6757,0
361,361,0,102,3,6759,112,0,112,6758,0
362,362,0,115,3,6760,102,0,102,6759,0
363,363,0,116,3,6761,115,0,115,6760,0
364,364,0,127,3,6762,116,0,116,6761,0
365,365,0,122,3,6763,127,0,127,6762,0
366,366,0,119,3,6764,121,0,122,6763,0
367,367,0,131,3,6765,119,-1,119,6764,0
368,368,0,118,3,6766,131,0,131,6765,0
369,369,0,120,3,6767,118,0,118,6766,0
370,370,0,108,3,6768,120,0,120,6767,0
371,371,0,127,3,6769,108,0,108,6768,0
372,372,0,124,3,6770,127,0,127,6769,0
373,373,0,120,3,6771,124,0,124,6770,0
374,374,0,124,3,6772,120,0,120,6771,0
375,375,0,118,3,6773,124,0,124,6772,0
376,376,0,116,3,6774,119,0,118,6773,0
377,377,0,130,3,6775,117,1,116,6774,0
378,378,0,119,3,6776,131,1,130,6775,0
379,379,0,118,3,6777,119,1,119,6776,0
380,380,0,109,3,6778,118,0,118,6777,0
381,381,0,114,3,6779,110,0,109,6778,0
382,382,0,123,3,6780,114,1,114,6779,0
383,383,0,105,3,6781,123,0,123,6780,0
384,384,0,128,3,6782,105,0,105,6781,0
385,385,0,123,3,6783,128,0,128,6782,0
386,386,0,108,3,6784,123,0,123,6783,0
387,387,0,116,3,6785,108,0,108,6784,0
388,388,0,107,3,6786,116,0,116,6785,0
389,389,0,118,3,6787,107,0,107,6786,0
390,390,0,116,3,6788,118,0,118,6787,0
391,391,0,125,3,6789,116,0,116,6788,0
392,392,0,118,3,6790,125,0,125,6789,0
393,393,0,118,3,6791,118,0,118,6790,0
394,394,0,106,3,6792,118,0,118,6791,0
395,395,0,105,3,6793,106,0,106,6792,0
396,396,0,112,3,6794,105,0,105,6793,0
397,397,0,133,3,6795,112,0,112,6794,0
398,398,0,114,3,6796,133,0,133,6795,0
399,399,0,120,3,6797,114,0,114,6796,0
400,400,0,120,3,6798,121,0,120,6797,0
401,401,0,121,3,6799,120,1,120,6798,0
402,402,0,109,3,6800,121,0,121,6799,0
403,403,0,119,3,6801,110,0,109,6800,0
404,404,0,115,3,6802,119,1,119,6801,0
405,405,0,115,3,6803,115,0,115,6802,0
406,406,0,111,3,6804,115,0,115,6803,0
407,407,0,109,3,6805,111,0,111,6804,0
408,408,0,107,3,6806,109,0,109,6805,0
409,409,0,110,3,6807,107,0,107,6806,0
410,410,0,117,3,6808,110,0,110,6807,0
411,411,0,107,3,6809,117,0,117,6808,0
412,412,0,115,3,6810,107,0,107,6809,0
413,413,0,113,3,6811,115,0,115,6810,0
414,414,0,124,3,6812,113,0,113,6811,0
415,415,0,118,3,6813,124,0,124,6812,0
416,416,0,115,3,6814,118,0,118,6813,0
417,417,0,121,3,6815,115,0,115,6814,0
418,418,0,113,3,6816,121,0,121,6815,0
419,419,0,128,3,6817,113,0,113,6816,0
420,420,0,113,3,6818,128,0,128,6817,0
421,421,0,120,3,6819,113,0,113,6818,0
422,422,0,120,3,6820,120,0,120,6819,0
423,423,0,115,3,6821,120,0,120,6820,0
424,424,0,110,3,6822,115,0,115,6821,0
425,425,0,120,3,6823,110,0,110,6822,0
426,426,0,117,3,6824,120,0,120,6823,0
427,427,0,116,3,6825,117,0,117,6824,0
428,428,0,123,3,6826,116,0,116,6825,0
429,429,0,122,3,6827,123,0,123,6826,0
430,430,0,122,3,6828,123,0,122,6827,0
431,431,0,127,3,6829,122,1,122,6828,0
432,432,0,115,3,6830,127,0,127,6829,0
433,433,0,113,3,6831,115,0,115,6830,0
434,434,0,118,3,6832,113,0,113,6831,0
435,435,0,117,3,6833,118,0,118,6832,0
436,436,0,117,3,6834,118,0,117,6833,0
437,437,0,117,3,6835,117,1,117,6834,0
438,438,0,113,3,6836,117,0,117,6835,0
439,439,0,120,3,6837,113,0,113,6836,0
440,440,0,129,3,6838,121,0,120,6837,0
441,441,0,123,3,6839,130,1,129,6838,0
442,442,0,124,3,6840,123,1,123,6839,0
443,443,0,113,3,6841,125,0,124,6840,0
444,444,0,122,3,6842,114,1,113,6841,0
445,445,0,112,3,6843,122,1,122,6842,0
446,446,0,118,3,6844,112,0,112,6843,0
447,447,0,124,3,6845,118,0,118,6844,0
448,448,0,117,3,6846,124,0,124,6845,0
449,449,0,108,3,6847,118,0,117,6846,0
450,450,0,126,3,6848,108,1,108,6847,0
451,451,0,125,3,6849,126,0,126,6848,0
452,452,0,122,3,6850,125,0,125,6849,0
453,453,0,118,3,6851,122,0,122,6850,0
454,454,0,109,3,6852,117,0,118,6851,0
455,455,0,124,3,6853,110,-1,109,6852,0
456,456,0,126,3,6854,124,1,124,6853,0
457,457,0,123,3,6855,126,0,126,6854,0
458,458,0,112,3,6856,123,0,123,6855,0
459,459,0,118,3,6857,112,0,112,6856,0
460,460,0,117,3,6858,118,0,118,6857,0
461,461,0,125,3,6859,117,0,117,6858,0
462,462,0,110,3,6860,125,0,125,6859,0
463,463,0,127,3,6861,111,0,110,6860,0
464,464,0,116,3,6862,127,1,127,6861,0
465,465,0,118,3,6863,116,0,116,6862,0
466,466,0,115,3,6864,118,0,118,6863,0
467,467,0,122,3,6865,115,0,115,6864,0
468,468,0,118,3,6866,122,0,122,6865,0
469,469,0,118,3,6867,118,0,118,6866,0
470,470,0,116,3,6868,118,0,118,6867,0
471,471,0,120,3,6869,116,0,116,6868,0
472,472,0,118,3,6870,120,0,120,6869,0
473,473,0,121,3,6871,118,0,118,6870,0
474,474,0,120,3,6872,121,0,121,6871,0
475,475,0,111,3,6873,120,0,120,6872,0
476,476,0,106,3,6874,111,0,111,6873,0
477,477,0,116,3,6875,106,0,106,6874,0
478,478,0,124,3,6876,116,0,116,6875,0
479,479,0,119,3,6877,124,0,124,6876,0
480,480,0,121,3,6878,119,0,119,6877,0
481,481,0,124,3,6879,121,0,121,6878,0
482,482,0,106,3,6880,124,0,124,6879,0
483,483,0,116,3,6881,106,0,106,6880,0
484,484,0,127,3,6882,116,0,116,6881,0
485,485,0,125,3,6883,127,0,127,6882,0
486,486,0,122,3,6884,126,0,125,6883,0
487,487,0,126,3,6885,122,1,122,6884,0
488,488,0,118,3,6886,125,0,126,6885,0
489,489,0,124,3,6887,118,-1,118,6886,0
490,490,0,110,3,6888,124,0,124,6887,0
491,491,0,104,3,6889,110,0,110,6888,0
492,492,0,118,3,6890,105,0,104,6889,0
493,493,0,109,3,6891,119,1,118,6890,0
494,494,0,113,3,6892,110,1,109,6891,0
495,495,0,116,3,6893,113,1,113,6892,0
496,496,0,117,3,6894,116,0,116,6893,0
497,497,0,116,3,6895,116,0,117,6894,0
498,498,0,127,3,6896,116,-1,116,6895,0
499,499,0,110,3,6897,127,0,127,6896,0
500,500,0,128,3,6898,110,0,110,6897,0
501,501,0,119,3,6899,128,0,128,6898,0
502,502,0,113,3,6900,119,0,119,6899,0
503,503,0,113,3,6901,113,0,113,6900,0
504,504,0,128,3,6902,114,0,113,6901,0
505,505,0,113,3,6903,128,1,128,6902,0
506,506,0,117,3,6904,113,0,113,6903,0
507,507,0,118,3,6905,117,0,117,6904,0
508,508,0,119,3,6906,118,0,118,6905,0
509,509,0,113,3,6907,120,0,119,6906,0
510,510,0,118,3,6908,114,1,113,6907,0
511,511,0,123,3,6909,119,1,118,6908,0
512,512,0,112,3,6910,123,1,123,6909,0
513,513,0,119,3,6911,112,0,112,6910,0
514,514,0,120,3,6912,120,0,119,6911,0
515,515,0,120,3,6913,120,1,120,6912,0
516,516,0,118,3,6914,120,0,120,6913,0
517,517,0,116,3,6915,118,0,118,6914,0
518,518,0,114,3,6916,116,0,116,6915,0
519,519,0,123,3,6917,114,0,114,6916,0
520,520,0,124,3,6918,123,0,123,6917,0
521,521,0,118,3,6919,125,0,124,6918,0
522,522,0,123,3,6920,118,1,118,6919,0
523,523,0,123,3,6921,122,0,123,6920,0
524,524,0,110,3,6922,122,-1,123,6921,0
525,525,0,118,3,6923,111,-1,110,6922,0
526,526,0,108,3,6924,118,1,118,6923,0
527,527,0,113,3,6925,108,0,108,6924,0
528,528,0,116,3,6926,112,0,113,6925,0
529,529,0,116,3,6927,115,-1,116,6926,0
530,530,0,124,3,6928,116,-1,116,6927,0
531,531,0,119,3,6929,124,0,124,6928,0
532,532,0,125,3,6930,118,0,119,6929,0
533,533,0,112,3,6931,125,-1,125,6930,0
534,534,0,125,3,6932,112,0,112,6931,0
535,535,0,113,3,6933,125,0,125,6932,0
536,536,0,128,3,6934,114,0,113,6933,0
537,537,0,125,3,6935,128,1,128,6934,0
538,538,0,121,3,6936,126,0,125,6935,0
539,539,0,118,3,6937,122,1,121,6936,0
540,540,0,125,3,6938,118,1,118,6937,0
541,541,0,121,3,6939,125,0,125,6938,0
542,542,0,111,3,6940,121,0,121,6939,0
543,543,0,110,3,6941,111,0,111,6940,0
544,544,0,113,3,6942,111,0,110,6941,0
545,545,0,126,3,6943,114,1,113,6942,0
546,546,0,130,3,6944,126,1,126,6943,0
547,547,0,118,3,6945,130,0,130,6944,0
548,548,0,127,3,6946,118,0,118,6945,0
549,549,0,132,3,6947,128,0,127,6946,0
550,550,0,117,3,6948,132,1,132,6947,0
551,551,0,123,3,6949,117,0,117,6948,0
552,552,0,111,3,6950,123,0,123,6949,0
553,553,0,112,3,6951,110,0,111,6950,0
554,554,0,120,3,6952,113,-1,112,6951,0
555,555,0,115,3,6953,120,1,120,6952,0
556,556,0,113,3,6954,116,0,115,6953,0
557,557,0,108,3,6955,112,1,113,6954,0
558,558,0,122,3,6956,108,-1,108,6955,0
559,559,0,121,3,6957,121,0,122,6956,0
560,560,0,121,3,6958,122,-1,121,6957,0
561,561,0,123,3,6959,121,1,121,6958,0
